review,rating
Katanya BBM Bersubsidi... Tapi mobil mewah seperti Fortuner dan Lainnya dapat Pertalite... Woy yg beres dong bikin aturan...,1
"tiap kali mau membayar selalu gagal,sampai merasa gak enak jika antrian panjang,saya pikir dengan perusahaan sekalas pertamina harusnya bisa mendevlop aplikasi jadi lebih baik,toh ini juga akan kembali kepda perusahaan juga,pembeli hanya mendapat kemudahan,tapi hari ini kemudahan bagi kami kami sangatlah MEWAH",2
Sangat terprcaya,5
Aplikasi apaan ini ya ng jelas,1
Peraturan bru sdh bgus smga bbm brsubsidi tepat sasaran,5
Mantap,5
Aplikasi yg sangat membantu & mempermudah kita dalam perjalanan. Good Job PERTAMINA 👍🏻👍🏻👍🏻,5
Setiap POM BENSIN aplikasi mypertamina ngga berfungsi...ngga berguna kata petugas nya lagi EROR...,1
"Aplikasi bermanfaat bikin lama ngantri,apalagi gangguan mending balik jaman tanpa Mypertamina isi langsung bayar",1
Baru daftar ikutin langkah langkah nya malah stak di langkah terakhir yg pembayaran bisa scan barcode gabisa digunakan apps nya,1
Mangtab,5
Of the bast Pertamina,5
"Aplikasi Tolol, aplikasi Beban, yg bikin ini semoga sengsara,melarat,susah hidupnya 10 turunan, apaan d buka memuat terus, yg urus server nya tolol, nyusahin org aja, semoga yg bikin ini app susah seumur hidupnya",1
"Bingung,sama pemerintah kasus korupsi bnyak,rakyat dibikin ribet.",1
"verifikasi sampai 10 kali gagal terus, alasan foto plat kendaraan krg jelas. saya foto smpw ndlosor2 ga berhasil jg, kasih ketentuan yg jelas dong, kasih contoh. unit dimensi besar udh diupayakan foto dg jelas, tp verifikasi ttp gagal. hadehh nyusahin bgt, cape broooo",1
Aplikasi mempersulit rakyat,1
tambah ribet,1
Mantap,5
"Aplikasi sampah, dia buat regulasi tapi ga proper saat aturan nya dah berjalan .",1
Sudah masuk daftar BBM subsidi untuk mendapatkan kode barcot,5
"Pelayanan pertamina buat konsumen sangat9 kecewa untuk bayar non-tunai pakai aplikasi my pertamina dikarenakan alasan oleh karyawan rusak 100% EDC my pertamina, kertas printnya tidak keluar tolong diperbaiki dong sudah langganan seumur hidup koh.",1
Bagus,5
"Tidak mau di buka,setelah di download",2
"Gara gara Mobil ganti plat Nomer sekarang harus ganti data jg di mypertamina,tp scan barcode nya jadi ga bisa ,padahal sdh terferivikasi...mojon bantuannya",5
Daftar mudah tinggal pemakaian dan cara menggunakannya.,5
"Maaf saya beri 2 bintang , menyusahkan nopol kendaraan tidak bisa digunakan terus .",2
Baik,5
Sangat bagus,5
"Sangat menyengsarakan rakyat,saya terpelajar saja susah nya minta ampun daftar barcode disini.apalagi yg tdk sekolah.bukanya mempermudah malah bikin susah",1
"No hp dan pin udah benar, tapi gak bisa masuk",1
"Baru sebulan pake aplikasi ini, supaya saya bisa kontrol dan nge cek penggunaan BBM kendaraan saya, baru sekali dipakai, krn bbrp SPBU bermasalah dengan jaringan. Dan antrian pengguna aplikasi sama dengan konsumen umum. Sehingga petugas menyarankan by cash saja krn antrian yg lumayan panjang...",3
"Semenjak diberlakukannya pembelian Pertalite mengunakan barcode, alhamdulillah saya bisa kebagian yang mana sebelumnya selalu habis di SPBU oleh para pengetap.",4
Cukup membantu dalam membeli BBM,5
👍👍,5
Ok,5
Baik,5
Sudah 1 bulan kode barcode sy ngg bisa di download dan ngg pernah muncul barcode nya,1
Ga bisa masuk ke mypertamina,1
Gak usah di download percuma ada aplikasi seperti ini. Aplikasi My pertamina hanya buat orang yang punya kendaraan tangki BBM besar. Saat saya tanyakan ke petugas spbu pembayaran nya pakai my pertamina ya dan jawaban dari petugas nya minimal 50rb ya. Sedangkan saya ngisi full itu tidak sampe 40rb karna tangki BBM saya kecil bener bener aneh nih aplikasi percuma ada aplikasi kalo pembayaran paling kecil 50rb sedangkan tangki bmm saya full nya gak sampe 50 rb,1
Ia beli yang baru 12KG warna Pink Merek mypaetamin Pesan beli,5
Apk ini tidak suport dengan dana uang digital,2
kapan. bisa d ambil nya,5
biar bintang yang berbicara,1
Mantab,5
I like it .....................................................,5
Sudah daftar 1 bln lebih tp blm aktif juda...d suruh ke Samsat malah saya bolak balik masih saja blm bisa...katanya kalau sdh dar Samsat bisa...ane aplikasi ini,1
Afgan terbaru,3
Tidak bisa terbuka..,1
Aplikasi ga jelas. Masa ada waktu pemakainnya. Di pom abdul muis jakpus cuma bisa sampai jam 9 malam.aplikasi konyol.,1
Mantap,5
Good job,3
tolong bukti transaksi nya ada plat no pol nya,3
lelet,3
Menjadi manusia yang bertaqwa kepada Allah SWT adalah yang terbaik. In Sha Allah Alhamdulillah Allah Hu Akbar Subhanallah Masya Allah,5
Semoga lebih banyak promo menarik👍,5
Bail dan lancar banget,5
baik,2
Apk mempersulit orang aj Pengiriman email ad kde QR ya Di apk di belokir,1
Mantap,5
Pelayanan nya sewaktu mengantri begitu lama. Apalagi kalau hujan dan panas sangat melelahkan bagi kendaraan roda 2 bisakan pelayanan nya di percepat pelayan nya jangan banyak ngobrol sehingga pengisian jadi cepat,5
Ok,5
Aplikasi yang tak bermanfaat,1
Good,4
Aplikasi aneh kok barcode pnya qt bisa d pake org lain..tlg d tingkatkan keamanan nya biar km sbgai penguna bs pcya sm ni aplikasi...hrsnya d cek tu plat mbl nya sm g dg yg ada d barcode jd g kecolongan lg,1
"Terima kasih my Pertamina karena saya di amanati dari kantor Baznas untuk memegang kendaraan operasional untuk pelayanan ke masyarakat umum,,",5
Bagus pelayanan joss,5
Kenapa mau login salah terus Padahal no hp dan pin nya benar,2
Akhirnya ditambahkan juga pembayaran Via gopay,5
Baik,5
"Aplikasi bukan nya mempermudah malah mempersulit, sering eror saat akan digunakan, sering logout aku subsidi terus",1
sangat membantu Trimakasi my pertamina...,5
Bikin aplikasi ko tanggung... Massa byr pake barQode ada ga bisa,1
"Aplikasi jelek, pembayaran udah berhasil saldo juga udah kepotong.Tapi di sistem pembayaran pom bensinnya belum masuk, kecewa banget ribet",1
Ok,5
Ok,5
Is the best,5
Untuk pembayaran debit ditambah lg BCA Di buat tampilan yg simpel dan mudah dipahami,2
aku nggak bisa link pembayaran ke ovo,3
Ga jelas,1
bagus app nya,5
top,5
Situs yg aman,4
"aplikasi bosok bikin emosi saja, bukannya mempermudah mlah mempersulit, IT nya kerjanya ngapain sih???, orang pertaminanya jg ngapain?? ,bikin aplikasi apa enggak dicek kah??",1
Aplikasi bagus dantidak bermanfaat,1
Error mulu...,1
Aplikasi cacat,1
Ok,5
ok,5
tak berguna,1
Tolong koreksi lagi masak daftar data diri nunggu sampek 7 hari,1
Cara minta barcode gimana,1
"Aplikasi gak bisa digunakan, gak guna",1
Error & error 🤣,2
Aplikasi nya nge bug,1
"MyPertamina ini sangat bermanfaat seperti aplikasi pembayaran biasanya, seperti saya pengguna yang selalu jarang bawa uang tunai/cashless. Tidak perlu turun dari kendaraan untuk bayar pakai debit. Terima kasih 🙏🏻.",5
Ok sangat membantu untuk pembayaran,5
Ok,5
Apk ajg customer servicenya gk ada kebanyakan politisi warga gk guna program subsiditepat,1
mantap 👍 8,5
"Dari 2017 saya pengguna pertamax untuk Unit vario 150. Dan ganti dari tahun 2022 saya pengguna pertamax turbo untuk unit PCX 160 dan F1Z R sampai sekarang. Dan saya gak pernah pakai app MyPertamina, karena petugas spbu juga kurang wawasanya dan mungkin juga gak ada apresiasi buat pengguna pertamax turbo.",5
apll apa kh ini.?,1
Sangat membantu,5
Di coba,5
keren sekali aplilasinya,5
"Sudah ber kali kalo saya Mencoba bayar di aplikasi ini tidak bisa juga di pakai.. Saldo Ovo dan saya gati pakai saldo Linkaja Tidak bisa Bayar walaupun semuanya sudah saya isi.. Ini aplikasi nya Tidak bisa digunakan dan Hoaak semua,.. Tolong pengembangan aplikasi di Pebiki lagi.. Percuma di buat seperti ini kalo Penggunaan yang baru tidak bisa di Gunakan untuk transaksi.!!!!",1
Tidak bisa masuk,1
Knp kok sulit masuk,2
Berbahaya online pakai handphone di area zona 1 ....bisa mengakibatkan percikan.... tolong di koreksi lagi penggunaan aplikasi online ini...,2
"Pakai aplikasi antri lama,, paba bagian saya petugas bilang eror,, petugas bilang normalnya sekitar 4 jam, saya pim pom lain ternyata bisa tidak ada gangguan,,, petugasnya menyebalkan,, padahal mo beli bukan mo minta,,",1
Bkin ssah ajj skli daftar verifikasi lama btul gak jlas pemerintah ini bkin aturan😤😤 Aplikasi babi ganti email AJJ ssah btul sdah msukan data dsruh cek trus krna slah maka yang di msukan sesuai kan babi,1
"Klo ga punya kegunaan, gausah diwajibkan mendownload pada saat pengisian bensi ber subsidi",1
"Sudah di cetak barcode nya cuma ko' bisa dibajak orang? 🤦‍♂️tapi sekarang udah tak ganti pin nya di aplikasi My Pertamina, semoga udah gak bisa di bajak lagi🙏.",5
Tolong ojek online roda 2 kasiin subsidi bbm kasian penghasilanya kurang untuk kebutuhan sehari hari untuk keluarga terimakasih,5
baik,5
ok,5
"Pajak kendaraan 5 tahunan, barcode sdh tidak bisa, sudah punya akun dan login mau dirubah diaplikasi notif NIK / PIN tidak sesuai..... dicoba berkali kali ttp tidak bisa",1
mantap,5
Barcode sulitttt......,1
Good,5
GK jelas,1
Bagus,4
Top,5
mempermudah pembayaran,5
"Di Mohon untuk armada truk jenis ban, yg lebih dari 8 ,yg mengangkut barang perekonomian/melayani pengeboran minyak,untuk pengisian BBM di setiap kios baik ,dalam kota terlebih lagi luar kota ,untuk di Perrmudah.. & Untuk selalu di Pantau setiap kios BBM,,baik berapa kali setiap hari pengisian ,km jarak ya ,maupun juga tanggal berikut nya ,..",5
Error mulu.mau menghubungkan ke apk pembayaran gagal2 terus,1
lebih memudahkan dan menarik banyak hadiahnya,5
"Di saat melakukan pembayaran,terjadi KESALAHAN,bagaimana APK PERTAMINA ini,masak kalah sama PERTAMINI",1
Cukup membantu dan baik. Tapi Tidak semua SPBU bisa menerima karena dengan alasan Pasti Gangguan tolong tingkatkan lagi sosialisasi ataupun kinerja mesin di SPBU secara serentak,2
"aplikasi nya ngekjelass , pertama pengisian barcode aman aman aja eh tau tau kedua kalinya mau ngisi barcode nya terblokirr jadi solusinya gimana nih",1
Sangat membantu,5
tidak bisa tambah kendaraan baru download udah susahin dari tadi di coba nggk bisa hmmm bumn bumn banyak masalahnya,1
Gak bisa daptar registrasi,1
"keren aplikasinya. semoga program MTH 2024, saya menang motor yahama NMax. amin.",5
"Kenapa yaa di beberapa spbu tidak ad layanan ganti oli,yg ad jual oli aja prosedur tidak di jalan kan mohon pak menteri layanan harus di perbaikin",1
Pertamina keren,5
Mau daftar susah banget.gimana sih bikin aplikasi nggak bisa digunakan,1
Mantap,5
Belum mencoba nya saya rasa klau ini aplikasi dipakai diterapkan akan lebih mudah dapat BBM dipetamina.susahnya mau isi BBM antrian gak jelass sampai seharian kendaraan penuh djalan antriannya panjang kasian kami pengendara semoga aplikasi ini bisa menjadi pilihan bagi sebagian besar orang,3
Tolong ditingkatkan lagi sistem aplikasinya. Ketika mendaftar ataupun masuk akun personal selalu tidak bisa,1
Pemerintah emang suka bikin rakyat susah dan ribet.,1
Mantap,5
Sedikit masukan... harusnya ada riwayat pembelian dan pengisian di spbu mana harus jelas agar oknum yg tk bertanggung jawab bisa di pidanakan... soalnya kuota punya sya slalu hilang padahal saya belum isi solar...,1
Sampai rumahnya,5
Aplikasi bikin pusing...gk jelas,1
Ruwetttt...ngak jelassss,5
Hidup jadi sopir udah syulit malah ada amplikasi syulit di tambah persulit,1
Tidak bisa di hubungkan dengan ovo dan gopay,3
sukses slalu BUMN BERSAMA PERTAMINA sudah membantu kami Kaum Buruh Serabutan dalam menggunakan apk untuk pengisian Bahan Bakar🙏,5
Mempersulit rakyat tlol,1
"Bagus , antrian tidak padat lagi",5
Sangat bagus👍👍,5
Kurang cepat dalam menangani verivikasi,5
Aplikasi bikin susah rakyat,1
"Aplikasi pemerintah selalu berhasil dalam hal kegagalan, sdm keras kepala, ga pernah evaluasi. Fitur video call bantuan masa harus pakai iphone, dicoba pakai hp android yang speknya bagus tetep ga biss",1
"Aplikasi nya di benerin dong, ya kali tiap menghubungkan akun gopay buat dijadikan metode pembayaran selalu gagal",1
"Suka karena bisa tukar pion untuk hadiah mobil, namanya juga iktiar dapet hadiah mobil dari hal yang sering kita pake, yap bensin.. beli bensin dapet mobil",5
Mekanik,5
"Aplikasi apaan,,barcode sdh d scan.di wilayah asal,bener roda 4 yg saya bawa.giliran pindah wilayah,eeeh..jd roda 6??busyeeet...di cari² rodanya gk ktmu,njir!!!",1
Jelek,1
Sangat membantu,5
Mudah dan praktis cuuyyy,5
Mantabb,5
"Beli mobil bekas tua, mau isi pertalite lebih dari 30 mobil antrian di depan. Pas sampai giliran isi disuruh daftar mypertamina, masih sabar okelah balik kerumah daftar myPertamina. Setelah daftar saya balik lagi esoknya ngantri lebih dari 30 mobil antrian di depan pas giliran isi eh diminta barcode dong. Katanya cuma disuruh daftar. Saya mintalah barcode sama yang jual mobil ok dapat. Besoknya antri lagi pas giliran isi mau bayar pakai qris gopay ditolak Allahuakbar hrs cash. gunanya gopay apa?",1
sudah masuk tapi pas daftar subsidi kok kluarnya nik atau nopol tidak ditemukan mohon solusinya,1
"halo admin, unduhan barcode nya tersimpan dimana ya dan berbentuk format apa ya",5
Mantap,5
"Untuk spbu yg dikemanggisan yg samping pizza hut, pelayanannya kurang bgt. Etikanya gaada. Saya nanya bisa isi pake aplikasi mypertamina ga? Jawabannya ga bisa, dan jawabnya sambil melengos. Dan kejadian lagi hariini saya isi 12.000 dan uang saya 22.000 malah diisinya 22.000. Dan uang 10.000 nya ga dikembaliin. Saya udah jelas-jelas minta isi 12.000 malah diisi 22.000. Dan dia ngelayanin sambil ngobrol sama partnernya. Tolong ditegor, atau saya yang bakal negor sendiri karyawan kalian. Makasih",1
Apl Bagussss,5
Baru mau dicoba,2
"Apk sangat bermanfaat, gak perlu antri setiap isi bensin .. langsung isi kalo ada apk ini, mksh ..",5
Ok,5
Lancar dan baik,4
"Gps nya ga berfungsi, masa lokasi saya di pantai Afrika.",1
Bagaimana cara mengganti no hp yg terdaftar ?,1
mantap,5
Apk apa ini menyusahkan masyarakat kita mau isi mudah nyaman ini malah diribetkan 2 jam antri gara gara apk ini saya tidak dapat isi minyak gara2 barcode apk ini,1
Pembaruan aplikasi terus.. capek,4
Tdk ada,4
Sangat tidak berguna,1
Sdh lebih bagus srkarang,4
Ok,5
"Jelek aplikasinya, sangat menpersulit dan banyak kendala seperti gkada jaringan,error dan lain lain",1
Mohon ditingkatkan kmbali.. Dlm setiap pembelian lewat code barcode slalu berkendala trus,5
Tidak semua pegawai SPBU menerima pembayaran cara ini ada yg entah kurang edukasi atau bagaimana sy mau bayar pake mypertamina yg disodorkan QRIS dari EDC BCA jelas ditolak aplikasi karena code tidak sesuai,1
Ribet,1
Mantap,5
"Notifikasinya sering ngagetin, geter2 sendiri, heboh sendiri, pahdahal info gak penting semua. Jadi bintang 1 deh",1
Ok banget nih,4
Aplikasi apa ini krmbalikan uang sya voucher bbm sya beli 200 rb melalui link tdk bsa di gunakan,1
Good,5
"data gua bocor ke dark web gara gara app ini,coba kalian yang udah login ke mypertamina terus cek di google one apa data kalian di pake di darkweb apa engga ,tadi pas gua check ternyata ini aplikasi datanya bocor anjir no telp gua di pake di dark web wah sumpah mending hapus kasih bintang 1 deh biar cepet cepet ilang",1
Sangat bagus dan terpercaya juga membantu,5
Siip,5
Mantab,5
Karena kebutuhan,4
Ok,5
Bagus,2
"Sudah sekitar 3x kejadian saya mau isi BBM solar subsidi, taunya akun sudah digunakan orang lain. Bagaimana Pertamina kasus seperti ini?",3
"sudah antri panjng , smpai ke badan jln , krna barcodenya msh nunggu verif gk bisa ngisi , dan terpaksa pulang tidak dpt bahan bakar , edukasi yg kurang , solusi yg tidak ada",1
"saya sudah beberapa kali reset akun, tapi tetap kebobolan setiap hari kuota minyak saya diambil orang dan orang SPBU ga mau mengisi BBM bersubsidi saya dengan alasan kuota saya habis, dan tidak ada kontak person pertamina yg bisa dibubungi, semua dibalas oleh digital asisten.. benar2 ga ada yg bisa dihubungi.. pelayanan nya benar2 susah",1
"Katanya mempermudah, tiap mau make harus update",1
ADANYA APK INI HARUSNYA MEMPERMUDAH BUKAN MEMPERSULIT.,1
Aplikasi tak berguna.. pas mau daftar ternyata nomor KTP sudah digunakan.. padahal aku tidak pernah mendaftar sama sekali.. ANEH..!!!!,1
Cukup baiktetapi sistem perlu diperhatikan spy pelayanan lbh cpt dan maksimal,4
KUALITAS BURUK,1
"Antri hanya 25 menit , tks Pertamina.",5
Bagus dan bermanfaat,5
Lebih sulit masukkan data di aplikasi ini ketimbang kita memohon pada tuhan. Memang hanya korupsi yang bisa lancar dan cepat ketimbang bikin program bagus untuk rakyat. Jajaran gajinya tinggi semua di pertamina Brengsek yang yang sudah diwariskan sampe berapa kalipun ganti presiden dan jajaran program pertamina tetap brengsek,1
Mantap,5
Kurang puas blum bisa dpt barkotnya,3
Menyusahkan masyarakat,1
Aplikasi masih eror gini perbaiki dulu banyak yg harus ditingkatkan. Kalo sudah siap baru dipergunakan jgn menyusahkan orang lain,1
Mending byr cash,1
"Sistem nya sangat buuk, sudah berminggu2 blm jga brhasil, hari ini Stnk yg tidak sesuai, besoknya fhoto yg tidak sesuai,begitu bolak balik,, belum juga berhasil2",1
aplikasi Update,1
"Menyusahkan, jangan paksa orang harus download aplikasi mu. Harusnya buat aplikasi yg terintegrasi dengan aplikasi lain. Jadi pembayaran nda perlu harus download aplikasi ini. Karena belum tentu juga aplikasi yg anda buat keamanan data kami aman. Harusnya cukup ikut metode pembayaran seperti pln, pulsa, PDAM dll. Bisa dibayarkan dimana saja. Dan terintegrasi.",1
ada kartu RFID nya ko aneh nya ga bisa di cek sendiri pakai apk ini 🥲,2
Payah,1
Membantu sekali gapapa agak sedikit ribet yang terpenting antrian nya pendek wkw,5
"Namanya juga aplikasi BUMN, mana ada yg beres, yg penting buat aplikasi, bisa digunain apa nggak urusan belakangan",5
الحمدلله رب لعا لمين,5
Pengisian BBM yg maksimal dan tepat sasaran,4
Oke,5
Lebih lancar dlm transaksi,5
"Data pada hilang, barcode sering dipake orang padahal belum pernah samsek dipublikasi, orang lagi usaha mandeg harus ganti rugi gara"" pesanan telat gabisa isi solar. konyol banget",1
"Tolong kalo payment nya mau diubah jadi cashless jangan setengah2. Udah repot2 disuruh download aplikasi, registrasi dll katanya biar cpt gausah antri, Baru jln bbrp bulan antriannya dijadiin satu lagi sama yg tunai. Di semarang 2 spbu daerah srondol sama akpol gitu semua ga konsisten",1
Kenapa minta Update sering sekali????,3
Baru,4
Mantap sangat membantu,5
"Aplikasi apa ini, minta update mulu, gak dipakai beberapa hari keluar minta Nik ulang",2
Mantap,5
"Ide siapa bikin aplikasi gak jelas macam ini menyusahkan..! Sudah capek2 antri 1 jam lebih, pas udah depan petugasnya bilang kendaraan saya sudah limit tidak bisa diisi padahal hari itu mobil seharian di garasi dan belum ngisi sama sekali..!!",1
Subsidinya gk kena sasaran pakai barcot apapun msh bisa di akali,1
Ok,5
Sangat tidak memudahkan,1
Sama seperti kehidupan sekarang serba sulit 😔,1
My partamina,5
Aplikasi sampah. Kalau Ndak dipaksa juga kami Ndak bakal download. Verifikasi kok 14hari. Teknologi kok bikin manusia makin Lebih lemot dan lambat untuk verifikasi. Kalau SDMnya dari operator mypertamina masih rendah jangan lah paksa paksa harus pakai aplikasi ginian. bikin barcode Minimal jangan bikin negeri ini makin mundur. Cukup diripribadi yg mundur jangan ajak ajak negeri untuk ikutan makin mundur. Asli sampah tau,1
mempermudah pemablian god.,5
Sangat baik aplikasi ini kalau buat operasional,5
Susah daftar,5
My Pertamina Aplikasi Terbaik 💯,5
"Sy isi bensin di tolak oleh pegawai SPBU katanya sehari hanya bisa ngisi 1x saja,, padahal sy ngisi bensin seminggu sekali, ada apa dengan aplikasi/barcode Pertamina, Bintang 1 membuktikan perlu perbaikan",1
"Di halaman pembayaran hanya loading muter dan blank putih. Tidak bisa melakukan transaksi. Sudah saya isi data lengkap, Juga pake signal internet dari 2 kartu berbeda juga tetap sama.",1
aplikasi ini bagus cuma d lapangan oknum operator Spbu pelayanan yang sangat2 buruk kita antri berjam2 e... gataunya terlalu banyak yg nyerobot dari depan,1
Good,5
"Aplikasi apa ini , menyusahkan untuk ngisi bbm pertalite , sudah daftar akun proses nya lama sampe 3-4 hari , di tambah lagi verifikasi kendaraan butib waktu 17 hari , ruwet. Cs juga tidak ada solusi",1
Kebijakan yang mempermudah kehidupan ❎. Kebijakan yang menambah beban kehidupan ✅.,1
Knapa SPBU di Tanjung Redeb antri.padahal SPBU banyak.,5
"Aplikasi t41k ya. Tolong aja kalo ga siap sistem ga usah di publish dulu. Kepedean banget sih. Nyusahin. Kita itu bayar ya, ga ngutang. Situ aja yg koar2 mulu kalo rugi. Rugi NDHASMU JUBLEK !!! Pertamax kosong terus. Beli pertalite ga bisa krn aplikasimu yang tolol.",1
Verifikasi lama sampe berbulan bulan,1
"Aplikasi tolol, klik login aja gabisa",1
Mantab,5
"Aplikasi Error, mau menentukan metode pembayaran, selalu Error, padahal Akun pembayaran sudah siap, lapor nya ke mana, sudah coba Install ulang sama saja, coba kirim email tidak di balas, telp 135 yang angkat Robot, buka lewat web dengan Password dan User yang sama dengan HP, malah dianggap salah password, terus lapor kemana dong?????????????",1
"Lagi mencoba berbaik sangka, mungkin lagi gangguan Soalnya ini sudah coba registrasi, pas coba masuk, tapi terus2an dibilang salah Nomor atau PIN",2
"Terlalu lama verivikasi,kocak juga ni app nyusahin",1
Bagus,5
Ribet,3
Malah bikin susah dan ruwet daftar nya,1
Bagus pakai barcode agar pedagang taf bensin eceran tidak sewena wena,4
Mantap,5
Cukup cepat,5
My Pertamina Ok,5
Menghubungkan metode pembayaran error trus... Tolong diperbaiki secepatnya,1
Baru ngasih ulasan setelah 5thn ini aplikasi terbengkalai,5
Kalau udah urusan penerintah pasti jadi ribet dah...bayar QR masukin Captcha segala udeh kek orang bego saya di Pom bensin,1
"Aplikasi kurang berguna,,daerah saya byk pom bensin yg tidak terima pembayaran qRis & Debit, only cash. Mohon jika buat aplikasi d siapkan juga sarana pendukung nya.",2
Jangan di download aplikasi ini ke ta' asli,1
"Aplikasinya kurang Canggih, padahal BUMN. Lebih Canggih milik Swasta SHELL ASIA",1
I like it,5
Daftar My Pertamina,5
Barcodenya tidak bisa diunduh min.. tolong diperbaiki,3
"aplikasi tidak berguna sama sekali...pemerintah yang menyusahkan masyarakat kecil ya hanya di INDONESIA. dan saya yakin,dari semua komen gak ada yg dibaca sama pihak yg berkait,karna hidup mereka hanya cari uang dan uang",1
Keren pasti passs...my pertamina,5
"kalo belum bisa bikin aplikasi, jangan diluncurkan, jangan release dulu, matengkn dulu, mau konekin ke ovo gopay ga bisa², data solar ada tapi gabisa dipake, tanya ke SPBU malah gada yang ngerti kenapa bisa kaya gini",1
Very good,5
Kenpa gk bs log in aplikasi gk bagus help me😭,1
"Aplikasi aneh sapa yang buat sih,mau login aja susahnya minta ampun.niat banget nyusahin",1
G bisa masuk no bener pin bener maha tulisan ny cek no pin anda d ulang2 berapa x tetep g bisa aneh nie aplikasi bukan membantu malah ribet,2
Denpasar Badung Klungkung Tabanan Ubud girayar nusa,5
Susah login nya,1
"Sistem keamanannya di benerin dulu !!, saya cek di google masa data saya bocor sih",1
Kocak ga semua spbu bisa bayar pake ni apps trus gunanya apaan kocakk,1
"Sejauh ini aplikasi ini bagus, mudah digunakan",5
Bagus 👍,5
"payah gk semua pom bensin bisa., bahkan pom deket rumah kadang bisa kadang enggak,, sepertinya karyawannya aja yg malas pakai mesin nya,, hadehhh",1
Aplikasi menyusahkan,1
Ok,5
"Agak susah digunakan, pembayaran gagal terus",2
"Hallo My Pertamina, mohon untuk Metode Pembayaran dapat dilakukan juga dengan DANA.",5
Angel log in,5
Dua kali pembayaran QRIS tidak bisa di pakai aplikasi ini.,1
Bagus,5
Aplikasi gak ada guna. Sebelum ganti nopol krn pemekaran wilayah bisa langsung input nopol. Lah begitu ganti nopol kudu pake QR & paling bikin kesel dan capek2 antri mlah gak bs isi krn yg bs scan QR ada di pompa lain.,1
Ok Baik,5
Pake mypertamina nyaman aman,5
Okkey,5
Aplikasi nya eror ga bs masukk,1
Ok baik,5
Ok,5
Saya blm tau cara mendaftar barcode BBM subsidi solar,5
"data sdh di masukkan, sdh juga daftar, tapi ketika di cek/periksa, data tidak di temukan.... aplikasi apaan ini",1
Pelayanan paling buruk terhadap konsumen attitude ga ada,1
"punya saya bio solar kok bisa terdaftar pertalite, jadinya harus ngecer tiap hari mana 8000 per liter",1
"Aplikasi aneh, ketika upload foto kendaraan selalu salah, sudah hampir 10 x mencoba..,. Benar2 aplikasi tidak berguna..menyusahkan saja Pusßing",1
Kenapa informasi saya di aplikasi MyPertamina bisa bocor ke darkweb?? Siapa kah yang harus bertanggung jawab?,1
"Aplikasi ribet lha mbok yg simple, buka hrs pakai password sgl lihat barcode mau cetak muter"" banyak sulitnya gak ketemu. Di SPBU minta barcode di hp petugas sy suruh buka sendiri bingung yang ada hanya nopolnya. Ya tetep dilayani Piye jal... Setelah sampai rumah penasaran coba buka langsung pakai web digoogle subsiditepat.mypertamina malah cepat miski pakai otp namun barcode ada detail mobil ada semua. Lha sing simple wae pertanyaannya apa ini aplikasi dikelola pihak 3 ya?.",1
Mantab,5
Pengoperasian mudah.walau awal nya susah.permudah dalam antrian pertalite,5
"Bapuk, kesalahan mulu, ga bisa menghilangkan ke e-money",1
aplikasi belum layak dipakai...buat susah,1
"Prosedur kalian merepotkan masyarakat. Jangan terlalu pikirkan kemajuan teknologi, tapi pertimbangkan kesenjangan dulu",1
"Awalnya saya kasih bintang 1, krn: Semua pertanyaan yg jawab adalah robot (via Aplikasi my pertamina,Via Instahram, Via WA, Via email pcc135). Setelah email kembali dgn subject PTM-20240129, barulah yg jawab petugas manusia (bukan mesin auto chat/auto email). Dan setelah 3 kali penolakan dgn alasan foto bpkb salah halaman, foto mobil belum tampak samping kelihatan jumlah roda dan nopol jelas. Barulah persetujuan didapat. Saya beri bintang 4 karena setiap pengajuan Banding diproses cepet 2hari",4
Mau masukan metode pembayaran debit Mandiri. Malah di bilang tidak terdeteksi.padahal sudah benar masukan dan masa aktifnya sampe 2029. gimana sih aplikasinya ini.kalo aplikasi belum 100%ready jgn lah di publikasi dulu.jd menyusahkan.bukannya memudahkan ini,2
"Satu kata... PAYAH harusnya diperbaiki dulu ini aplikasi, rampungkan. Ini menyulitkan saja, dan banyak yg jadikan bisnis malahan",1
Lama bgt nunggu ferisvikasi kan .udh 6 jam ga selesaiel selesai .mohon di bantu kak,3
Iki aplikasi opo ..to....ra iso gunakan...babarblas....ra ceto..aplikasi ne...,1
Puas,5
Susah utk daftar nya,5
Masih banyak benalu di negeri kita aplikasi ini akan merugikan mereka🤣🤭,1
Ewww,4
Membantu dalam pembelian bbm bersubsidi dan tepat sasaran,5
"Fungsi aplikasinya buat apa min , Kalau pertalite jadinya dihapus ?",1
Setiap mau pembayaran di SPBU COCO Puri Kembangan 31.116.02 Pertamina gagal terus,1
mantap 👍👍👍,5
😊,5
"Mau daftar terlalu ribet, email, NIK kalo sudah di daftar tapi ada perbaikan tidak bisa lagi daftar padahal itu NIK dan email punya kita sendiri.padahal kita sudah buru ada kepentingan.. Pertamina tolong di tinjau kembali.terima kasih",1
Aplikasi sampah,1
"Kenapa harus ada aplikasi, menyusahkan banget",1
"Aplikasi macam apa ini, bukannya memudahkan masyarakat kalangan bawah ini malah mempersulit, nunggu verifikasi sangat lama, dan juga kasin buat yang lainnya belum tentu punya smartphone.",1
bguss,5
